MJD,FLUX
59362.5008007408,2.61234938940338E-07
59367.5008007407,5.31788280420371E-08
59372.5008007407,4.15273887839549E-07
59377.5008007407,1.6164619294075E-07
59382.5008007407,5.61962516945514E-08
59387.5008007407,5.96609511366903E-08
59392.5008007407,1.90856978193859E-07
59397.5008007407,9.03062484388331E-08
59402.5008007407,1.72811476590828E-07
59407.5008007407,1.58835991618422E-07
59412.5008007407,1.88407569919131E-07
59417.5008007407,1.70261159704975E-07
59422.5008007407,2.29485180011063E-07
59427.5008007407,1.97111239203794E-07
59432.5008007407,2.21588986753248E-07
59437.5008007407,2.37562578987144E-07
59442.5008007407,1.79474419586135E-07
59447.5008007407,2.1187716016059E-07
59452.5008007407,2.08605415851168E-07
59457.5008007407,1.73218152865963E-07
59462.5008007407,1.27422820030774E-07
59467.5008007407,1.77770839209173E-07
59472.5008007407,1.76865973490905E-07
59477.5008007407,1.04802036480877E-07
59482.5008007407,1.68944050217669E-07
59487.5008007407,1.55101310470519E-07
59492.5008007407,5.48943293781047E-08
59497.5008007407,3.0791230996659E-07
59502.5008007407,2.47391286892542E-07
59507.5008007407,2.06501421703541E-07
59512.5008007407,1.06478098470878E-07
59517.5008007407,2.29475496169149E-07
59522.5008007408,2.05328690423581E-07
59527.5008007407,1.63439488302512E-07
59532.5008007407,6.44114982248291E-07
59537.5008007407,7.32874793706339E-12
59547.5008007407,1.11097778155285E-07
59552.5008007407,1.06569483557554E-07
59557.5008007407,1.95236947080284E-07
59562.5008007407,1.62717865961842E-07
59567.5008007407,4.11419417999504E-08
59572.5008007407,1.80103414610187E-07
59577.5008007407,2.0275739839122E-07
59582.5008007407,1.50485875643195E-07
59587.5008007407,2.39410401721732E-07
59592.5008007407,2.25859337020323E-07
59597.5008007407,1.36222719880511E-07
59602.5008007407,1.20232443438811E-07
59607.5008007407,1.29166651587842E-07
59612.5008007407,1.3651133184271E-07
59617.5008007407,2.54137812947425E-07
59622.5008007407,2.92473630406336E-07
59627.5008007407,2.9973806023233E-07
59632.5008007407,2.58750265877941E-07
59637.5008007407,1.36901676863197E-07
59642.5008007407,1.11651315899191E-07
59647.5008007407,1.52382070394208E-07
59652.5008007407,1.2624437260776E-07
59657.5008007407,2.61189099926644E-07
59662.5008007407,3.6753497232689E-07
59667.5008007407,1.01159684093617E-07
59672.5008007407,1.37217472333855E-07
59677.5008007407,1.43206368462977E-07
59682.5008007407,1.72791597307171E-07
59687.5008007407,1.90762987075303E-07
59692.5008007407,1.20306419397437E-07
59697.5008007407,2.17311794017436E-07
59702.5008007407,1.81597639624583E-07
59707.5008007407,2.20118238463183E-07
59712.5008007407,1.50659220605764E-07
59717.5008007407,2.42184179050203E-07
59722.5008007407,1.25961961109739E-07
59727.5008007407,1.38303510877377E-07
59732.5008007407,2.35025833306608E-07
59737.5008007407,2.99550639112699E-08
59742.5008007407,1.95008011079369E-07
59747.5008007407,1.92240707201337E-07
59752.5008007407,5.42977156372523E-08
59757.5008007407,1.01510836909977E-07
59762.5008007407,2.17623081661213E-07
59767.5008007407,1.36313596746432E-07
59772.5008007407,1.52842237162635E-07
59777.5008007407,2.99504666957754E-07
59782.5008007407,1.1310604051448E-07
59787.5008007407,1.63256515421547E-07
59792.5008007407,1.25518345700641E-07
59797.5008007407,1.40427182749523E-07
59802.5008007407,2.37227692892019E-07
59807.5008007407,1.71149334126043E-07
59812.5008007407,1.34411295671399E-07
59817.5008007407,1.03172794448437E-07
